name;pcm_intensity_sma_variance;pcm_intensity_sma_stddev;pcm_intensity_sma_skewness;pcm_intensity_sma_kurtosis;pcm_intensity_sma_amean;pcm_loudness_sma_variance;pcm_loudness_sma_stddev;pcm_loudness_sma_skewness;pcm_loudness_sma_kurtosis;pcm_loudness_sma_amean;mfcc_sma[1]_variance;mfcc_sma[1]_stddev;mfcc_sma[1]_skewness;mfcc_sma[1]_kurtosis;mfcc_sma[1]_amean;mfcc_sma[2]_variance;mfcc_sma[2]_stddev;mfcc_sma[2]_skewness;mfcc_sma[2]_kurtosis;mfcc_sma[2]_amean;mfcc_sma[3]_variance;mfcc_sma[3]_stddev;mfcc_sma[3]_skewness;mfcc_sma[3]_kurtosis;mfcc_sma[3]_amean;mfcc_sma[4]_variance;mfcc_sma[4]_stddev;mfcc_sma[4]_skewness;mfcc_sma[4]_kurtosis;mfcc_sma[4]_amean;mfcc_sma[5]_variance;mfcc_sma[5]_stddev;mfcc_sma[5]_skewness;mfcc_sma[5]_kurtosis;mfcc_sma[5]_amean;mfcc_sma[6]_variance;mfcc_sma[6]_stddev;mfcc_sma[6]_skewness;mfcc_sma[6]_kurtosis;mfcc_sma[6]_amean;mfcc_sma[7]_variance;mfcc_sma[7]_stddev;mfcc_sma[7]_skewness;mfcc_sma[7]_kurtosis;mfcc_sma[7]_amean;mfcc_sma[8]_variance;mfcc_sma[8]_stddev;mfcc_sma[8]_skewness;mfcc_sma[8]_kurtosis;mfcc_sma[8]_amean;mfcc_sma[9]_variance;mfcc_sma[9]_stddev;mfcc_sma[9]_skewness;mfcc_sma[9]_kurtosis;mfcc_sma[9]_amean;mfcc_sma[10]_variance;mfcc_sma[10]_stddev;mfcc_sma[10]_skewness;mfcc_sma[10]_kurtosis;mfcc_sma[10]_amean;mfcc_sma[11]_variance;mfcc_sma[11]_stddev;mfcc_sma[11]_skewness;mfcc_sma[11]_kurtosis;mfcc_sma[11]_amean;mfcc_sma[12]_variance;mfcc_sma[12]_stddev;mfcc_sma[12]_skewness;mfcc_sma[12]_kurtosis;mfcc_sma[12]_amean;lspFreq_sma[0]_variance;lspFreq_sma[0]_stddev;lspFreq_sma[0]_skewness;lspFreq_sma[0]_kurtosis;lspFreq_sma[0]_amean;lspFreq_sma[1]_variance;lspFreq_sma[1]_stddev;lspFreq_sma[1]_skewness;lspFreq_sma[1]_kurtosis;lspFreq_sma[1]_amean;lspFreq_sma[2]_variance;lspFreq_sma[2]_stddev;lspFreq_sma[2]_skewness;lspFreq_sma[2]_kurtosis;lspFreq_sma[2]_amean;lspFreq_sma[3]_variance;lspFreq_sma[3]_stddev;lspFreq_sma[3]_skewness;lspFreq_sma[3]_kurtosis;lspFreq_sma[3]_amean;lspFreq_sma[4]_variance;lspFreq_sma[4]_stddev;lspFreq_sma[4]_skewness;lspFreq_sma[4]_kurtosis;lspFreq_sma[4]_amean;lspFreq_sma[5]_variance;lspFreq_sma[5]_stddev;lspFreq_sma[5]_skewness;lspFreq_sma[5]_kurtosis;lspFreq_sma[5]_amean;lspFreq_sma[6]_variance;lspFreq_sma[6]_stddev;lspFreq_sma[6]_skewness;lspFreq_sma[6]_kurtosis;lspFreq_sma[6]_amean;lspFreq_sma[7]_variance;lspFreq_sma[7]_stddev;lspFreq_sma[7]_skewness;lspFreq_sma[7]_kurtosis;lspFreq_sma[7]_amean;pcm_zcr_sma_variance;pcm_zcr_sma_stddev;pcm_zcr_sma_skewness;pcm_zcr_sma_kurtosis;pcm_zcr_sma_amean;voiceProb_sma_variance;voiceProb_sma_stddev;voiceProb_sma_skewness;voiceProb_sma_kurtosis;voiceProb_sma_amean;F0_sma_variance;F0_sma_stddev;F0_sma_skewness;F0_sma_kurtosis;F0_sma_amean;F0env_sma_variance;F0env_sma_stddev;F0env_sma_skewness;F0env_sma_kurtosis;F0env_sma_amean
'example-audio/media-interpretation.wav';5.729106e-12;2.393555e-06;5.005329e+00;3.293098e+01;7.840640e-07;1.733205e-01;4.163179e-01;1.875346e+00;6.461938e+00;4.242901e-01;3.918010e+02;1.979396e+01;-6.776704e-01;2.387480e+00;-2.821357e+01;1.666397e+02;1.290890e+01;1.670769e-01;2.986285e+00;4.039453e+00;3.155178e+02;1.776282e+01;6.664701e-01;2.838601e+00;2.513470e+01;1.493902e+02;1.222253e+01;-3.521106e-01;3.647355e+00;-7.549792e+00;2.245875e+02;1.498624e+01;-5.702974e-01;3.061330e+00;2.585416e+00;1.540709e+02;1.241253e+01;-1.592236e-01;2.762199e+00;8.100719e-01;1.480712e+02;1.216845e+01;-6.787074e-01;3.123476e+00;-8.068400e+00;1.390858e+02;1.179347e+01;7.847593e-01;4.240827e+00;8.398947e+00;9.592032e+01;9.793892e+00;-2.986812e-02;2.869343e+00;2.989551e+00;6.212068e+01;7.881667e+00;2.650425e-01;2.554001e+00;9.267851e+00;6.101950e+01;7.811498e+00;1.738549e-03;3.247784e+00;-1.139205e-01;1.022825e+02;1.011348e+01;-9.772351e-01;3.952697e+00;-2.830439e+00;1.061415e-02;1.030250e-01;9.986685e-02;3.498938e+00;4.559705e-01;9.157388e-03;9.569424e-02;4.523571e-01;2.735238e+00;5.958679e-01;2.472287e-02;1.572351e-01;6.110336e-03;2.058660e+00;8.743159e-01;2.262353e-02;1.504112e-01;1.737368e-01;2.359538e+00;1.201483e+00;4.212841e-02;2.052521e-01;-6.851562e-01;2.344062e+00;1.637026e+00;2.282106e-02;1.510664e-01;-1.157984e+00;3.372307e+00;2.033119e+00;9.300124e-03;9.643715e-02;-1.306949e-01;2.262692e+00;2.361327e+00;8.734426e-03;9.345815e-02;-2.543942e-01;1.965459e+00;2.665320e+00;4.731188e-03;6.878363e-02;1.245672e+00;4.850841e+00;1.126738e-01;2.102632e-02;1.450046e-01;3.685672e-01;2.268536e+00;4.121507e-01;1.218251e+04;1.103744e+02;1.496603e+00;3.875520e+00;6.471062e+01;3.390691e+03;5.822964e+01;-2.731064e+00;1.325470e+01;2.838552e+02
'example-audio/opensmile.wav';1.634973e-11;4.043480e-06;4.611697e+00;2.470362e+01;1.139721e-06;2.544843e-01;5.044644e-01;2.214158e+00;8.262537e+00;4.224284e-01;2.586691e+02;1.608319e+01;-1.005095e+00;5.186057e+00;-1.819545e+01;7.038892e+01;8.389811e+00;-4.007979e-01;4.484894e+00;4.673973e+00;1.314043e+02;1.146317e+01;1.454784e+00;5.595301e+00;1.152593e+01;1.071870e+02;1.035311e+01;-1.180442e+00;4.528696e+00;-6.774282e+00;1.230863e+02;1.109443e+01;-1.397425e+00;6.413837e+00;7.873466e+00;1.423131e+02;1.192951e+01;1.229174e+00;4.691794e+00;7.621750e+00;5.683612e+01;7.538973e+00;-1.423590e+00;5.474496e+00;-5.815212e+00;1.042616e+02;1.021086e+01;7.785035e-01;4.759137e+00;9.885528e+00;1.036702e+02;1.018186e+01;1.527130e-01;4.264386e+00;-1.054654e+00;4.689054e+01;6.847667e+00;8.263360e-01;3.459026e+00;3.949505e+00;8.247587e+01;9.081623e+00;-2.969064e-01;3.354524e+00;4.584840e+00;7.628474e+01;8.734114e+00;-6.148614e-01;2.834480e+00;-5.180815e+00;1.654973e-02;1.286458e-01;-5.262421e-01;3.612799e+00;4.454125e-01;9.200127e-03;9.591729e-02;-3.179775e-01;3.138615e+00;6.256482e-01;2.587446e-02;1.608554e-01;-7.957267e-01;2.103271e+00;9.324719e-01;1.433752e-02;1.197394e-01;-6.113222e-01;1.809481e+00;1.305517e+00;1.323210e-02;1.150309e-01;-1.383915e+00;4.968902e+00;1.756792e+00;6.571809e-03;8.106670e-02;-2.003576e+00;8.199914e+00;2.110472e+00;5.206327e-03;7.215488e-02;-8.702089e-01;3.071961e+00;2.427857e+00;5.365080e-03;7.324670e-02;-1.111975e+00;3.177179e+00;2.714944e+00;4.424390e-03;6.651609e-02;1.172524e+00;4.754099e+00;1.015368e-01;2.531509e-02;1.591072e-01;4.440944e-01;2.208100e+00;4.375346e-01;2.186904e+04;1.478819e+02;1.132803e+00;2.730733e+00;9.886657e+01;1.066073e+04;1.032508e+02;-1.595475e+00;5.079771e+00;3.154477e+02
